:TYPE,:START_ID(Person),rank:long,:END_ID(Person)
RANKED,5761, 3, 9700
RANKED,5761, 4, 5405
RANKED,5761, 5, 432
RANKED,5762, 0, 8034
RANKED,5762, 1, 7195
RANKED,5762, 2, 3353
RANKED,5762, 3, 5796
RANKED,5763, 0, 1598
RANKED,5763, 1, 2570
RANKED,5763, 2, 5518
RANKED,5763, 3, 2847
RANKED,5763, 4, 6906
RANKED,5763, 5, 7026
RANKED,5763, 6, 3120
RANKED,5763, 7, 6080
RANKED,5763, 8, 8251
RANKED,5763, 9, 3101
RANKED,5763, 10, 8772
RANKED,5764, 0, 9365
RANKED,5764, 1, 3730
RANKED,5764, 2, 1794
RANKED,5764, 3, 6057
RANKED,5764, 4, 7483
RANKED,5764, 5, 5378
RANKED,5764, 6, 3911
RANKED,5764, 7, 9713
RANKED,5764, 8, 1709
RANKED,5765, 0, 7851
RANKED,5765, 1, 4884
RANKED,5765, 2, 220
RANKED,5765, 3, 8143
RANKED,5765, 4, 5834
RANKED,5765, 5, 3262
RANKED,5765, 6, 8050
RANKED,5765, 7, 5941
RANKED,5765, 8, 6815
RANKED,5766, 0, 8523
RANKED,5766, 1, 3424
RANKED,5766, 2, 3402
RANKED,5766, 3, 4243
RANKED,5766, 4, 2139
RANKED,5766, 5, 6135
RANKED,5766, 6, 2658
RANKED,5766, 7, 193
RANKED,5767, 0, 2765
RANKED,5768, 0, 3583
RANKED,5768, 1, 4239
RANKED,5768, 2, 5696
RANKED,5768, 3, 7516
RANKED,5768, 4, 5366
RANKED,5769, 0, 640
RANKED,5770, 0, 2103
RANKED,5770, 1, 236
RANKED,5771, 0, 7777
RANKED,5771, 1, 2485
RANKED,5771, 2, 2967
RANKED,5771, 3, 9937
RANKED,5771, 4, 2039
RANKED,5772, 0, 109
RANKED,5772, 1, 9706
RANKED,5772, 2, 9870
RANKED,5772, 3, 1468
RANKED,5772, 4, 2862
RANKED,5772, 5, 3653
RANKED,5773, 0, 7687
RANKED,5773, 1, 4583
RANKED,5773, 2, 6926
RANKED,5773, 3, 1368
RANKED,5773, 4, 3174
RANKED,5773, 5, 912
RANKED,5773, 6, 5755
RANKED,5773, 7, 4892
RANKED,5774, 0, 1601
RANKED,5774, 1, 283
RANKED,5774, 2, 5869
RANKED,5774, 3, 2773
RANKED,5774, 4, 293
RANKED,5774, 5, 4072
RANKED,5775, 0, 3032
RANKED,5775, 1, 8761
RANKED,5775, 2, 2568
RANKED,5775, 3, 1182
RANKED,5775, 4, 8667
RANKED,5775, 5, 1274
RANKED,5775, 6, 1617
RANKED,5775, 7, 3598
RANKED,5775, 8, 8450
RANKED,5776, 0, 2765
RANKED,5776, 1, 98
RANKED,5776, 2, 4981
RANKED,5776, 3, 9007
RANKED,5776, 4, 6729
RANKED,5776, 5, 1965
RANKED,5776, 6, 8510
RANKED,5777, 0, 3920
RANKED,5777, 1, 459
RANKED,5777, 2, 6109
RANKED,5777, 3, 1288
RANKED,5777, 4, 9832
RANKED,5777, 5, 4446
RANKED,5778, 0, 3589
RANKED,5778, 1, 5949
RANKED,5779, 0, 3854
RANKED,5779, 1, 5626
RANKED,5779, 2, 844
RANKED,5779, 3, 4563
RANKED,5779, 4, 2604
RANKED,5779, 5, 362
RANKED,5779, 6, 9291
RANKED,5779, 7, 8388
RANKED,5780, 0, 5686
RANKED,5780, 1, 2972
RANKED,5781, 0, 2400
RANKED,5781, 1, 772
RANKED,5781, 2, 6153
RANKED,5782, 0, 2942
RANKED,5782, 1, 4643
RANKED,5782, 2, 2492
RANKED,5782, 3, 4816
RANKED,5783, 0, 1632
RANKED,5783, 1, 7849
RANKED,5783, 2, 5219
RANKED,5784, 0, 3885
RANKED,5784, 1, 5618
RANKED,5784, 2, 1584
RANKED,5784, 3, 5535
RANKED,5784, 4, 1110
RANKED,5784, 5, 3597
RANKED,5784, 6, 1891
RANKED,5785, 0, 1074
RANKED,5785, 1, 3594
RANKED,5785, 2, 208
RANKED,5785, 3, 2488
RANKED,5785, 4, 4658
RANKED,5785, 5, 4739
RANKED,5785, 6, 1079
RANKED,5785, 7, 4292
RANKED,5785, 8, 8082
RANKED,5785, 9, 6939
RANKED,5785, 10, 8153
RANKED,5786, 0, 2070
RANKED,5786, 1, 5465
RANKED,5786, 2, 1992
RANKED,5786, 3, 1205
RANKED,5786, 4, 5217
RANKED,5787, 0, 9627
RANKED,5788, 0, 4615
RANKED,5788, 1, 9293
RANKED,5788, 2, 3748
RANKED,5788, 3, 449
RANKED,5788, 4, 1550
RANKED,5788, 5, 2768
RANKED,5788, 6, 6063
RANKED,5788, 7, 8471
RANKED,5788, 8, 3564
RANKED,5789, 0, 4469
RANKED,5789, 1, 245
RANKED,5790, 0, 1205
RANKED,5791, 0, 7207
RANKED,5791, 1, 546
RANKED,5791, 2, 8118
RANKED,5791, 3, 4810
RANKED,5792, 0, 1480
RANKED,5792, 1, 4050
RANKED,5792, 2, 5461
RANKED,5792, 3, 3998
RANKED,5792, 4, 3450
RANKED,5792, 5, 577
RANKED,5793, 0, 3560
RANKED,5793, 1, 1840
RANKED,5793, 2, 427
RANKED,5793, 3, 8445
RANKED,5793, 4, 3980
RANKED,5794, 0, 115
RANKED,5794, 1, 2062
RANKED,5794, 2, 2587
RANKED,5794, 3, 8682
RANKED,5794, 4, 5006
RANKED,5794, 5, 7596
RANKED,5794, 6, 2836
RANKED,5794, 7, 9581
RANKED,5794, 8, 2487
RANKED,5794, 9, 6459
RANKED,5794, 10, 7037
RANKED,5794, 11, 1957
RANKED,5795, 0, 5134
RANKED,5795, 1, 6436
RANKED,5796, 0, 6527
RANKED,5796, 1, 7655
RANKED,5796, 2, 1975
RANKED,5796, 3, 6820
RANKED,5796, 4, 5371
RANKED,5796, 5, 2424
RANKED,5796, 6, 9929
RANKED,5796, 7, 2763
RANKED,5797, 0, 5242
RANKED,5797, 1, 5027
RANKED,5797, 2, 849
RANKED,5798, 0, 7249
RANKED,5798, 1, 7935
RANKED,5798, 2, 5334
RANKED,5798, 3, 2417
RANKED,5799, 0, 8601
RANKED,5799, 1, 2383
RANKED,5799, 2, 5202
RANKED,5799, 3, 492
RANKED,5799, 4, 8999
RANKED,5799, 5, 5830
RANKED,5799, 6, 4826
RANKED,5799, 7, 4549
RANKED,5799, 8, 6155
RANKED,5799, 9, 9263
RANKED,5800, 0, 1364
RANKED,5801, 0, 3204
RANKED,5801, 1, 700
RANKED,5801, 2, 3833
RANKED,5802, 0, 409
RANKED,5802, 1, 5698
RANKED,5802, 2, 9438
RANKED,5802, 3, 2301
RANKED,5802, 4, 3091
RANKED,5802, 5, 5642
RANKED,5802, 6, 1847
RANKED,5802, 7, 9259
RANKED,5802, 8, 736
RANKED,5802, 9, 7106
RANKED,5803, 0, 1561
RANKED,5803, 1, 7387
RANKED,5803, 2, 8814
RANKED,5803, 3, 9521
RANKED,5803, 4, 3028
RANKED,5803, 5, 3086
RANKED,5804, 0, 4697
RANKED,5804, 1, 925
RANKED,5804, 2, 8267
RANKED,5804, 3, 1235
RANKED,5804, 4, 6061
RANKED,5804, 5, 4731
RANKED,5804, 6, 1353
RANKED,5804, 7, 8356
RANKED,5804, 8, 7961
RANKED,5805, 0, 9647
RANKED,5805, 1, 6267
RANKED,5805, 2, 5212
RANKED,5805, 3, 2815
RANKED,5805, 4, 6635
RANKED,5805, 5, 8477
RANKED,5805, 6, 2722
RANKED,5805, 7, 8874
RANKED,5805, 8, 8773
RANKED,5806, 0, 3997
RANKED,5806, 1, 3792
RANKED,5806, 2, 5869
RANKED,5806, 3, 1646
RANKED,5806, 4, 3924
RANKED,5806, 5, 9440
RANKED,5806, 6, 9240
RANKED,5806, 7, 8025
RANKED,5807, 0, 7209
RANKED,5807, 1, 5495
RANKED,5807, 2, 7252
RANKED,5808, 0, 4432
RANKED,5808, 1, 2671
RANKED,5808, 2, 4067
RANKED,5808, 3, 1005
RANKED,5809, 0, 408
RANKED,5809, 1, 6967
RANKED,5809, 2, 3449
RANKED,5809, 3, 7607
RANKED,5809, 4, 1119
RANKED,5809, 5, 5587
RANKED,5809, 6, 4955
RANKED,5809, 7, 3686
RANKED,5810, 0, 822
RANKED,5810, 1, 6772
RANKED,5810, 2, 4530
RANKED,5810, 3, 8401
RANKED,5810, 4, 2303
RANKED,5810, 5, 8937
RANKED,5811, 0, 3963
RANKED,5811, 1, 401
RANKED,5811, 2, 2355
RANKED,5811, 3, 6055
RANKED,5811, 4, 8133
RANKED,5811, 5, 708
RANKED,5812, 0, 4721
RANKED,5812, 1, 1100
RANKED,5812, 2, 6296
RANKED,5812, 3, 5913
RANKED,5812, 4, 8206
RANKED,5812, 5, 5578
RANKED,5812, 6, 5431
RANKED,5813, 0, 8259
RANKED,5813, 1, 2103
RANKED,5813, 2, 3600
RANKED,5813, 3, 4274
RANKED,5813, 4, 3190
RANKED,5813, 5, 5014
RANKED,5813, 6, 6649
RANKED,5813, 7, 7911
RANKED,5813, 8, 52
RANKED,5813, 9, 8190
RANKED,5813, 10, 4456
RANKED,5813, 11, 6634
RANKED,5813, 12, 1440
RANKED,5813, 13, 6754
RANKED,5814, 0, 4369
RANKED,5814, 1, 2883
RANKED,5814, 2, 8314
RANKED,5814, 3, 7413
RANKED,5814, 4, 747
RANKED,5814, 5, 2478
RANKED,5815, 0, 9382
RANKED,5815, 1, 5976
RANKED,5815, 2, 8969
RANKED,5815, 3, 3283
RANKED,5815, 4, 6349
RANKED,5815, 5, 9560
RANKED,5815, 6, 269
RANKED,5815, 7, 8463
RANKED,5815, 8, 8507
RANKED,5815, 9, 4557
RANKED,5815, 10, 2465
RANKED,5816, 0, 2542
RANKED,5816, 1, 8549
RANKED,5816, 2, 2764
RANKED,5817, 0, 7992
RANKED,5817, 1, 5446
RANKED,5817, 2, 1658
RANKED,5817, 3, 2942
RANKED,5817, 4, 4798
RANKED,5817, 5, 7223
RANKED,5817, 6, 4872
RANKED,5818, 0, 8642
RANKED,5818, 1, 1645
RANKED,5818, 2, 7379
RANKED,5818, 3, 2763
RANKED,5818, 4, 9259
RANKED,5818, 5, 3989
RANKED,5819, 0, 5132
RANKED,5819, 1, 2628
RANKED,5819, 2, 3775
RANKED,5820, 0, 6252
RANKED,5820, 1, 689
RANKED,5820, 2, 7803
RANKED,5820, 3, 489
RANKED,5821, 0, 6355
RANKED,5821, 1, 461
RANKED,5821, 2, 8172
RANKED,5821, 3, 4647
RANKED,5821, 4, 9716
RANKED,5821, 5, 6633
RANKED,5821, 6, 804
RANKED,5821, 7, 1124
RANKED,5821, 8, 5376
RANKED,5821, 9, 9492
RANKED,5821, 10, 4250
RANKED,5821, 11, 602
RANKED,5822, 0, 3013
RANKED,5822, 1, 5170
RANKED,5822, 2, 9988
RANKED,5822, 3, 4028
RANKED,5822, 4, 1757
RANKED,5822, 5, 2956
RANKED,5823, 0, 1382
RANKED,5823, 1, 7319
RANKED,5823, 2, 8704
RANKED,5823, 3, 2461
RANKED,5824, 0, 3183
RANKED,5824, 1, 9331
RANKED,5824, 2, 9908
RANKED,5825, 0, 7182
RANKED,5825, 1, 899
RANKED,5825, 2, 8622
RANKED,5825, 3, 479
RANKED,5825, 4, 1209
RANKED,5826, 0, 4792
RANKED,5826, 1, 7753
RANKED,5826, 2, 7792
RANKED,5826, 3, 9881
RANKED,5826, 4, 8752
RANKED,5826, 5, 414
RANKED,5827, 0, 9948
RANKED,5827, 1, 2168
RANKED,5827, 2, 2455
RANKED,5827, 3, 2914
RANKED,5827, 4, 7779
RANKED,5827, 5, 6452
RANKED,5828, 0, 6112
RANKED,5828, 1, 5204
RANKED,5828, 2, 8833
RANKED,5828, 3, 536
RANKED,5828, 4, 5267
RANKED,5829, 0, 441
RANKED,5829, 1, 1814
RANKED,5829, 2, 9320
RANKED,5829, 3, 2856
RANKED,5830, 0, 5038
RANKED,5830, 1, 7873
RANKED,5830, 2, 9248
RANKED,5830, 3, 3731
RANKED,5830, 4, 6681
RANKED,5830, 5, 3864
RANKED,5830, 6, 483
RANKED,5830, 7, 1460
RANKED,5831, 0, 6492
RANKED,5831, 1, 2235
RANKED,5831, 2, 6823
RANKED,5832, 0, 6715
RANKED,5832, 1, 4242
RANKED,5832, 2, 1335
RANKED,5832, 3, 1774
RANKED,5832, 4, 4502
RANKED,5833, 0, 3692
RANKED,5833, 1, 7554
RANKED,5834, 0, 3160
RANKED,5834, 1, 3804
RANKED,5834, 2, 4210
RANKED,5834, 3, 8754
RANKED,5834, 4, 3741
RANKED,5834, 5, 9354
RANKED,5834, 6, 5765
RANKED,5835, 0, 2913
RANKED,5835, 1, 6423
RANKED,5835, 2, 5834
RANKED,5835, 3, 1085
RANKED,5835, 4, 1666
RANKED,5836, 0, 4072
RANKED,5836, 1, 870
RANKED,5836, 2, 3491
RANKED,5836, 3, 3883
RANKED,5836, 4, 5258
RANKED,5836, 5, 789
RANKED,5837, 0, 5444
RANKED,5837, 1, 6476
RANKED,5837, 2, 618
RANKED,5837, 3, 309
RANKED,5837, 4, 340
RANKED,5838, 0, 3758
RANKED,5838, 1, 616
RANKED,5838, 2, 7246
RANKED,5838, 3, 2767
RANKED,5838, 4, 2561
RANKED,5839, 0, 2543
RANKED,5839, 1, 1727
RANKED,5839, 2, 3110
RANKED,5840, 0, 6701
RANKED,5841, 0, 397
RANKED,5841, 1, 6328
RANKED,5841, 2, 7613
RANKED,5841, 3, 753
RANKED,5841, 4, 2414
RANKED,5841, 5, 5395
RANKED,5841, 6, 994
RANKED,5842, 0, 9401
RANKED,5842, 1, 8638
RANKED,5842, 2, 8895
RANKED,5842, 3, 5175
RANKED,5843, 0, 8936
RANKED,5843, 1, 5415
RANKED,5843, 2, 1401
RANKED,5843, 3, 9188
RANKED,5844, 0, 1200
RANKED,5844, 1, 4628
RANKED,5844, 2, 2998
RANKED,5844, 3, 7726
RANKED,5844, 4, 9943
RANKED,5844, 5, 2797
RANKED,5844, 6, 2872
RANKED,5844, 7, 3628
RANKED,5844, 8, 225
RANKED,5844, 9, 5079
RANKED,5845, 0, 4805
RANKED,5845, 1, 4094
RANKED,5845, 2, 4975
RANKED,5845, 3, 4942
RANKED,5845, 4, 3377
RANKED,5846, 0, 548
RANKED,5846, 1, 1813
RANKED,5846, 2, 8177
RANKED,5846, 3, 9794
RANKED,5846, 4, 9177
RANKED,5847, 0, 1602
RANKED,5847, 1, 4762
RANKED,5847, 2, 4845
RANKED,5847, 3, 9656
RANKED,5847, 4, 1328
RANKED,5847, 5, 6719
RANKED,5847, 6, 168
RANKED,5847, 7, 1041
RANKED,5847, 8, 4144
RANKED,5847, 9, 6476
RANKED,5848, 0, 8154
RANKED,5848, 1, 8315
RANKED,5848, 2, 9063
RANKED,5848, 3, 4418
RANKED,5848, 4, 6697
RANKED,5848, 5, 1371
RANKED,5848, 6, 5683
RANKED,5848, 7, 2864
RANKED,5848, 8, 4917
RANKED,5849, 0, 1487
RANKED,5849, 1, 9185
RANKED,5850, 0, 4044
RANKED,5850, 1, 3301
RANKED,5850, 2, 6671
RANKED,5850, 3, 339
RANKED,5851, 0, 9886
RANKED,5851, 1, 2232
RANKED,5851, 2, 6427
RANKED,5851, 3, 1869
RANKED,5851, 4, 7178
RANKED,5851, 5, 5382
RANKED,5851, 6, 144
RANKED,5851, 7, 4922
RANKED,5852, 0, 8904
RANKED,5852, 1, 8353
RANKED,5852, 2, 6049
RANKED,5852, 3, 9399
RANKED,5852, 4, 5469
RANKED,5852, 5, 5483
RANKED,5852, 6, 886
RANKED,5852, 7, 7006
RANKED,5853, 0, 5361
RANKED,5853, 1, 3099
RANKED,5853, 2, 8815
RANKED,5853, 3, 8102
RANKED,5853, 4, 7774
RANKED,5854, 0, 3349
RANKED,5854, 1, 6642
RANKED,5854, 2, 5626
RANKED,5854, 3, 9153
RANKED,5854, 4, 8994
RANKED,5854, 5, 8120
RANKED,5854, 6, 246
RANKED,5854, 7, 9829
RANKED,5854, 8, 5559
RANKED,5855, 0, 3276
RANKED,5855, 1, 8193
RANKED,5855, 2, 386
RANKED,5855, 3, 155
RANKED,5855, 4, 8873
RANKED,5856, 0, 8049
RANKED,5856, 1, 511
RANKED,5856, 2, 6003
RANKED,5856, 3, 5560
RANKED,5856, 4, 9836
RANKED,5856, 5, 9113
RANKED,5856, 6, 5155
RANKED,5856, 7, 3578
RANKED,5857, 0, 2485
RANKED,5857, 1, 2969
RANKED,5857, 2, 1982
RANKED,5857, 3, 7315
RANKED,5858, 0, 2381
RANKED,5858, 1, 2671
RANKED,5859, 0, 590
RANKED,5859, 1, 4703
RANKED,5859, 2, 9651
RANKED,5860, 0, 2542
RANKED,5860, 1, 9863
RANKED,5860, 2, 8891
RANKED,5860, 3, 1259
RANKED,5860, 4, 4416
RANKED,5860, 5, 9091
RANKED,5860, 6, 2629
RANKED,5860, 7, 5775
RANKED,5861, 0, 2146
RANKED,5861, 1, 1157
RANKED,5861, 2, 7223
RANKED,5861, 3, 6704
RANKED,5861, 4, 1951
RANKED,5861, 5, 7835
RANKED,5862, 0, 5610
RANKED,5862, 1, 609
RANKED,5862, 2, 2796
RANKED,5862, 3, 2772
RANKED,5862, 4, 442
RANKED,5862, 5, 4229
RANKED,5862, 6, 4377
RANKED,5862, 7, 5377
RANKED,5863, 0, 2684
RANKED,5863, 1, 3028
RANKED,5863, 2, 4013
RANKED,5864, 0, 3942
RANKED,5865, 0, 5194
RANKED,5865, 1, 404
RANKED,5865, 2, 8248
RANKED,5865, 3, 6037
RANKED,5865, 4, 5386
RANKED,5866, 0, 3976
RANKED,5866, 1, 3522
RANKED,5866, 2, 9702
RANKED,5866, 3, 2741
RANKED,5866, 4, 917
RANKED,5866, 5, 554
RANKED,5866, 6, 9703
RANKED,5866, 7, 218
RANKED,5866, 8, 7718
RANKED,5867, 0, 2736
RANKED,5867, 1, 5374
RANKED,5867, 2, 7180
RANKED,5867, 3, 4620
RANKED,5867, 4, 2160
RANKED,5867, 5, 9812
RANKED,5867, 6, 2332
RANKED,5867, 7, 2126
RANKED,5868, 0, 2694
RANKED,5868, 1, 1820
RANKED,5868, 2, 9328
RANKED,5868, 3, 5910
RANKED,5868, 4, 7091
RANKED,5868, 5, 1852
RANKED,5868, 6, 273
RANKED,5868, 7, 2189
RANKED,5868, 8, 6915
RANKED,5868, 9, 279
RANKED,5869, 0, 6124
RANKED,5869, 1, 4000
RANKED,5869, 2, 4717
RANKED,5869, 3, 1955
RANKED,5869, 4, 5326
RANKED,5869, 5, 8373
RANKED,5870, 0, 9018
RANKED,5870, 1, 5909
RANKED,5870, 2, 2706
RANKED,5870, 3, 9858
RANKED,5870, 4, 3396
RANKED,5870, 5, 522
RANKED,5871, 0, 3902
RANKED,5871, 1, 5996
RANKED,5871, 2, 3836
RANKED,5871, 3, 4806
RANKED,5871, 4, 3109
RANKED,5871, 5, 4086
RANKED,5871, 6, 1395
RANKED,5871, 7, 3077
RANKED,5872, 0, 8129
RANKED,5872, 1, 2256
RANKED,5872, 2, 9583
RANKED,5872, 3, 9474
RANKED,5873, 0, 46
RANKED,5873, 1, 7455
RANKED,5873, 2, 2838
RANKED,5873, 3, 1456
RANKED,5874, 0, 689
RANKED,5874, 1, 9224
RANKED,5874, 2, 2087
RANKED,5874, 3, 5901
RANKED,5875, 0, 9738
RANKED,5875, 1, 2449
RANKED,5875, 2, 1579
RANKED,5876, 0, 1563
RANKED,5876, 1, 6092
RANKED,5876, 2, 4510
RANKED,5876, 3, 8391
RANKED,5876, 4, 4081
RANKED,5876, 5, 721
RANKED,5877, 0, 5079
RANKED,5877, 1, 1266
RANKED,5877, 2, 3174
RANKED,5877, 3, 7531
RANKED,5877, 4, 1647
RANKED,5877, 5, 5998
RANKED,5877, 6, 4136
RANKED,5877, 7, 1953
RANKED,5878, 0, 1197
RANKED,5878, 1, 5808
RANKED,5878, 2, 1098
RANKED,5878, 3, 1623
RANKED,5878, 4, 1031
RANKED,5878, 5, 3144
RANKED,5879, 0, 9815
RANKED,5879, 1, 117
RANKED,5879, 2, 8710
RANKED,5879, 3, 7324
RANKED,5880, 0, 4544
RANKED,5880, 1, 346
RANKED,5880, 2, 1586
RANKED,5880, 3, 1248
RANKED,5880, 4, 6457
RANKED,5880, 5, 1030
RANKED,5880, 6, 9102
RANKED,5880, 7, 7028
RANKED,5881, 0, 1815
RANKED,5881, 1, 8059
RANKED,5881, 2, 566
RANKED,5881, 3, 7585
RANKED,5881, 4, 5548
RANKED,5881, 5, 3539
RANKED,5881, 6, 3167
RANKED,5881, 7, 5449
RANKED,5881, 8, 6163
RANKED,5882, 0, 3572
RANKED,5882, 1, 9933
RANKED,5882, 2, 9331
RANKED,5882, 3, 2503
RANKED,5882, 4, 1623
RANKED,5882, 5, 1232
RANKED,5882, 6, 8363
RANKED,5882, 7, 9616
RANKED,5882, 8, 9278
RANKED,5883, 0, 2556
RANKED,5883, 1, 4054
RANKED,5883, 2, 6440
RANKED,5883, 3, 1399
RANKED,5883, 4, 9135
RANKED,5884, 0, 7208
RANKED,5884, 1, 5526
RANKED,5884, 2, 4953
RANKED,5884, 3, 6929
RANKED,5884, 4, 9965
RANKED,5884, 5, 8839
RANKED,5885, 0, 8162
RANKED,5885, 1, 161
RANKED,5885, 2, 6052
RANKED,5885, 3, 7015
RANKED,5885, 4, 1983
RANKED,5885, 5, 7693
RANKED,5885, 6, 2635
RANKED,5886, 0, 6241
RANKED,5886, 1, 4285
RANKED,5886, 2, 71
RANKED,5886, 3, 5022
RANKED,5886, 4, 1252
RANKED,5886, 5, 3440
RANKED,5886, 6, 1349
RANKED,5887, 0, 9561
RANKED,5887, 1, 7086
RANKED,5887, 2, 9001
RANKED,5887, 3, 6003
RANKED,5888, 0, 6917
RANKED,5888, 1, 4154
RANKED,5888, 2, 5768
RANKED,5888, 3, 2322
RANKED,5888, 4, 9390
RANKED,5888, 5, 6046
RANKED,5888, 6, 2583
RANKED,5888, 7, 3230
RANKED,5888, 8, 3459
RANKED,5888, 9, 8386
RANKED,5889, 0, 6902
RANKED,5889, 1, 3375
RANKED,5889, 2, 5259
RANKED,5889, 3, 6882
RANKED,5889, 4, 7193
RANKED,5889, 5, 7005
RANKED,5889, 6, 5882
RANKED,5890, 0, 3766
RANKED,5890, 1, 50
RANKED,5890, 2, 7268
RANKED,5890, 3, 4519
RANKED,5890, 4, 3615
RANKED,5890, 5, 5791
RANKED,5890, 6, 753
RANKED,5890, 7, 5069
RANKED,5890, 8, 6730
RANKED,5891, 0, 7515
RANKED,5891, 1, 6637
RANKED,5891, 2, 2101
RANKED,5891, 3, 6775
RANKED,5891, 4, 3262
RANKED,5892, 0, 6762
RANKED,5892, 1, 8393
RANKED,5892, 2, 2583
RANKED,5892, 3, 9374
RANKED,5892, 4, 317
RANKED,5892, 5, 9097
RANKED,5892, 6, 1352
RANKED,5892, 7, 4036
RANKED,5892, 8, 2008
RANKED,5892, 9, 6824
RANKED,5893, 0, 2103
RANKED,5893, 1, 6463
RANKED,5893, 2, 9904
RANKED,5893, 3, 7965
RANKED,5893, 4, 1851
RANKED,5894, 0, 2248
RANKED,5894, 1, 4899
RANKED,5894, 2, 7118
RANKED,5894, 3, 2043
RANKED,5894, 4, 3697
RANKED,5894, 5, 6703
RANKED,5894, 6, 7161
RANKED,5894, 7, 5443
RANKED,5895, 0, 2177
RANKED,5895, 1, 4994
RANKED,5895, 2, 3506
RANKED,5895, 3, 1315
RANKED,5895, 4, 3540
RANKED,5896, 0, 5822
RANKED,5896, 1, 9892
RANKED,5896, 2, 8870
RANKED,5896, 3, 336
RANKED,5896, 4, 3267
RANKED,5896, 5, 3848
RANKED,5896, 6, 2292
RANKED,5897, 0, 6195
RANKED,5897, 1, 1834
RANKED,5897, 2, 5851
RANKED,5897, 3, 4192
RANKED,5897, 4, 1761
RANKED,5897, 5, 5697
RANKED,5897, 6, 7794
RANKED,5897, 7, 234
RANKED,5897, 8, 9527
RANKED,5898, 0, 4752
RANKED,5898, 1, 4811
RANKED,5898, 2, 5339
RANKED,5898, 3, 5568
RANKED,5899, 0, 5325
RANKED,5899, 1, 3658
RANKED,5899, 2, 1059
RANKED,5899, 3, 2226
RANKED,5899, 4, 9867
RANKED,5899, 5, 9076
RANKED,5899, 6, 581
RANKED,5899, 7, 2792
RANKED,5899, 8, 7300
RANKED,5900, 0, 2138
RANKED,5901, 0, 1856
RANKED,5901, 1, 6077
RANKED,5901, 2, 2004
RANKED,5901, 3, 9748
RANKED,5901, 4, 1324
RANKED,5901, 5, 1940
RANKED,5902, 0, 9416
RANKED,5902, 1, 6547
RANKED,5902, 2, 8004
RANKED,5902, 3, 7031
RANKED,5902, 4, 1408
RANKED,5902, 5, 6401
RANKED,5902, 6, 1806
RANKED,5903, 0, 7991
RANKED,5903, 1, 3904
RANKED,5903, 2, 3919
RANKED,5904, 0, 2367
RANKED,5904, 1, 814
RANKED,5904, 2, 1152
RANKED,5904, 3, 7417
RANKED,5904, 4, 3319
RANKED,5905, 0, 4699
RANKED,5905, 1, 173
RANKED,5905, 2, 7934
RANKED,5905, 3, 3706
RANKED,5905, 4, 9209
RANKED,5906, 0, 8804
RANKED,5906, 1, 4646
RANKED,5906, 2, 2016
RANKED,5906, 3, 7567
RANKED,5906, 4, 9059
RANKED,5906, 5, 9545
RANKED,5906, 6, 5129
RANKED,5907, 0, 2689
RANKED,5907, 1, 9837
RANKED,5907, 2, 3311
RANKED,5907, 3, 5622
RANKED,5907, 4, 4401
RANKED,5907, 5, 7331
RANKED,5908, 0, 8900
RANKED,5908, 1, 3953
RANKED,5908, 2, 5466
RANKED,5908, 3, 5664
RANKED,5908, 4, 1975
RANKED,5909, 0, 5383
RANKED,5909, 1, 4532
RANKED,5909, 2, 5870
RANKED,5909, 3, 7437
RANKED,5909, 4, 2666
RANKED,5909, 5, 1309
RANKED,5910, 0, 3678
RANKED,5910, 1, 4713
RANKED,5910, 2, 489
RANKED,5910, 3, 7356
RANKED,5910, 4, 9207
RANKED,5910, 5, 9178
RANKED,5910, 6, 3658
RANKED,5911, 0, 2531
RANKED,5911, 1, 350
RANKED,5911, 2, 3983
RANKED,5911, 3, 8483
RANKED,5912, 0, 1483
RANKED,5912, 1, 1358
RANKED,5912, 2, 8762
RANKED,5912, 3, 5474
RANKED,5913, 0, 2736
RANKED,5913, 1, 9406
RANKED,5913, 2, 9642
RANKED,5913, 3, 1537
RANKED,5913, 4, 135
RANKED,5913, 5, 23
RANKED,5914, 0, 5425
RANKED,5914, 1, 5862
RANKED,5914, 2, 8072
RANKED,5914, 3, 6692
RANKED,5914, 4, 1432
RANKED,5914, 5, 4373
RANKED,5914, 6, 313
RANKED,5914, 7, 9088
RANKED,5914, 8, 5380
RANKED,5915, 0, 4700
RANKED,5915, 1, 1057
RANKED,5915, 2, 5581
RANKED,5915, 3, 1286
RANKED,5915, 4, 8999
RANKED,5916, 0, 5631
RANKED,5916, 1, 4036
RANKED,5917, 0, 2227
RANKED,5917, 1, 264
RANKED,5917, 2, 5455
RANKED,5917, 3, 4483
RANKED,5917, 4, 9789
RANKED,5917, 5, 2867
RANKED,5918, 0, 5114
RANKED,5919, 0, 5451
RANKED,5920, 0, 2669
RANKED,5920, 1, 77
RANKED,5920, 2, 6598
RANKED,5920, 3, 2764
RANKED,5920, 4, 7912
RANKED,5920, 5, 4606
RANKED,5920, 6, 5004
RANKED,5920, 7, 4184
RANKED,5920, 8, 9504
RANKED,5920, 9, 7897
RANKED,5921, 0, 8269
RANKED,5921, 1, 6055
RANKED,5921, 2, 8003
RANKED,5921, 3, 143
RANKED,5921, 4, 2649
RANKED,5921, 5, 6147
RANKED,5921, 6, 4203
RANKED,5922, 0, 8163
RANKED,5922, 1, 7384
RANKED,5922, 2, 1162
RANKED,5922, 3, 3032
RANKED,5922, 4, 3353
